,job_title,company,location,job_summary
75,Data Scientist,Purolator,"Mississauga, ON","open up to the possibilities!
at purolator, you’ll be proud knowing you’re working for a canadian company that truly values its employees. and it’s community. this is an exciting and evolving industry and we’re leading the change as we strive to deliver the future. here you will be empowered to help move the business forward. each and every day. are you open to the possibilities?

job description
we are looking for a seasoned data scientist who is enthusiastically driven to generate actionable insights and create new growth opportunities. you must have proven analytics leadership skills to grow and foster rapid learning and application of insights. you will lead analytics initiatives including advanced statistical modelling and develop data-driven solutions across several lines of business and domains. this is a unique opportunity to apply your analytics skills in a uniquely canadian organization rich in history and data.

requirements
m.sc. or ph.d. in a quantitative field (e.g., computer science, statistics, financial economics, applied mathematics, computer engineering, or other related discipline).
minimum of 4 - 6 years of experience in a similar role.
significant experience solving problems with the required use of advanced statistical modelling techniques.
proven programming skills including experience conducting modelling and statistical analysis (e.g., r, matlab), object-oriented software development (e.g., python, scala), and massive parallel processing (e.g., spark, apache hadoop).
professional experience applying statistical analysis, machine learning, analysis and modelling of large scale and complex datasets.excellent communication skills and ability to describe and present complex technical concepts in clear and concise language across an audience with varying levels of understanding.
excellent presentation skills to both technical and non-technical people.
ability to lead teams and create an environment of continuous learning and open communication.
ability to structure and lead a project from idea to experimentation to prototype to delivery to the customer (internal / external).
a track record of distilling complex and ambiguous problems into actionable recommendations based on sound data analysis and insights
strong programming fundamentals, and ideally have extensive experience analyzing data using sql, pandas, spark, or similar tools

what we expect?
self-starter that is focused and driven with amazing follow-through.
enthusiastically tackling problems with curiosity and a love of sharing ideas and insight.
ability to synthesize information, evoke good conversation and consider problems from new perspectives.
ability to provide clear recommendations in the face of challenges or limitations.driven to deliver quality solutions and models that are accurate, valid and are supported with reliable data.
ability to manage time effectively, prioritize tasks, and take ownership for your work.

posting details
location: 530 - corporate
working conditions: office environment
reports to: manager analytics

purolator is an equal opportunity employer committed to diversity and inclusion. we consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, aboriginal/indigenous status or any other factors considered discriminatory. if you require an accommodation during the recruitment process, we will work with you to meet your needs.

we recognize that our employees and their families are key stakeholders. we will only be successful as a business if we provide our employees with a safe and healthy workplace and we have the right people in the right roles with the support they need to succeed. we hire for attitude and train for skills. to learn more about us and our values, go to www.purolator.com.

at purolator, every day is an opportunity for our employees to connect with one another and with our customers to help make a positive impact in the communities where we live, work and play."
76,"Data Scientist, Business Intelligence (Contract)",OANDA,"Toronto, ON","data scientist intern, analytics team

who you are:
you’re looking for an opportunity to work with great people in an energetic and open company culture, to make your mark with a young, agile team that is re-shaping the future of analytics at oanda. you enjoy collaborating across many different disciplines within a company to help drive towards a common goal. you’re as passionate about engineering an efficient solution to an analytics problem as you are at measuring and driving high-level impact to the business. you’re naturally curious about what makes a company succeed; to you, data is not just the answer, but a means to asking more questions.

our team:
is a cross-functional bi/analytics team made up of data scientists, data and software architects, software engineers and business reporting analysts spanning the globe
has ownership over data company-wide, from analytics to global business reporting, compliance reporting and other data inquiries
manages the entire data lifecycle from extraction to visualization
works in sql, python, r, scikit-learn, google cloud bigquery, java and c++ and are always prototyping new technologies

you will:
build statistical, predictive and machine learning models to help our strategy, product, marketing, sales, customer service and trading teams drive growth in the business
develop data-oriented solutions to solve complex business problems leading to data-driven decision making
create reporting and visualizations and educate the company on your findings
support the activities related to the collection, review, cleansing and reporting of data used in the team's analytical models
participate in planning sessions with key stakeholders to develop use cases and requirements for data-driven analytical solutions
you’ll excel because of your:
pending bachelor’s/master’s degree in computer science, computer engineering, mathematics or statistics
familiarity with machine-learning concepts and applications
experience developing in python, r, scikit-learn with demonstrated knowledge of good software engineering design principles
experience working with the google cloud big data technology suite
experience working with relational databases, sql, data-modelling and dealing with large, complex datasets
experience developing c++ and/or java applications as an asset

we value our people:
advance your career through company-sponsored education and training
attend company hosted events with speakers in our industry

oanda global corporation is a diverse and global team with offices around the world. we value the unique skills and experiences each individual brings to oanda. we are committed to creating and sustaining a collegial work environment in which all individuals are treated with dignity and respect and one which reflects the diversity of the community in which we operate. we provide an inclusive and accessible environment for everyone.
candidates selected for an interview will be contacted directly. if you require accommodation during the recruitment and selection process, please let us know. we will work with you to provide as seamless a recruitment experience as possible."
77,Data Scientist,Nobul Corporation,"Toronto, ON","does the thought of working at a fast-paced technology company excite you? if you are passionate about building your career and think you have what it takes to be a key contributor to the company that is redefining the world’s largest industry, then nobul is for you.

nobul is the technology company disrupting the real estate industry. our company’s culture is defined by innovation, trust, teamwork, loyalty and a ‘go-getter’ attitude. the tie that binds us is the inner desire to continue to build and successfully execute our ground-breaking business.
joining our team is a once in a lifetime opportunity.

we think big.

we revolutionize.

we are massively disruptive.

we are looking for a data scientist to develop a revenue generating, predictive, intelligent, learning algorithm. the algorithm will ingest market analytics and other data as required. the solution will incorporate ai/machine learning to generate model predictions for geographic regions to be validated through iterative testing and validation.

a successful data scientist will be expected to apply advanced machine learning and statistics methodologies to develop, test, and deploy a set of intelligent features and tools to our real-estate marketplace platform. the platform ingests a combination of proprietary and 3rd-party market data that will power predictive models, recommendation engines, and complex feature extraction that all drives to enhance a feature-rich, data-driven product.
the ideal candidate will thrive in an entrepreneurial, collaborative, fast paced environment, and possess the following qualifications:
key responsibilities
leverage their problem-solving / analytic skills, frameworks, knowledge and thinking to develop hypotheses, tests, models and solutions that can be productionized and that address data-oriented business problems crucial to the success of the data science team
take ownership of the entire vertical of model development, from a thorough understanding of the business problem and exploratory analysis, through to iterative model enhancement, validation and performance monitoring
research and provide insight and suggestions on new analytics tools, platforms, and methodologies
work with the data engineer to identify, research, and integrate new data sources, attributes and approaches into the platform
deliver effective and concise presentations of results to internal stakeholders, peers, and executives spanning a diverse range of experiences and personalities
collaborate with internal teams and external vendors to implement solutions
take immediate responsibility for rapidly-delivering pragmatic high-quality project deliverables
knowledge/skills/attributes
master’s or phd degree in mathematics, engineering or science with a strong preference given to statisticians, computer scientists and engineering scientists
experience working in a cross-functional environment, ensuring stakeholder expectations are managed effectively
3 or more years of relevant post-collegiate job experience, preferably spent analyzing large volumes of structured, semi-structured and unstructured data used in real-world solutions
demonstrated experience performing sophisticated analysis using python and/or r, particularly statistical analysis packages and methodologies
strong data visualization and reporting experience
experience with customer-centric approaches and businesses, particularly in the technology, saas, real estate or consumer-oriented financial services industries spaces
strong understanding of machine learning algorithms including gbdt, t-sne, neural nets, etc.
working knowledge of google cloud platform
experience partnering with product, development, marketing and operations teams in agile environments
demonstrated ability to load, extract and manipulate data using from a variety of sources including sql and nosql
professional experience with machine learning and predictive modeling (scikit-learn, h2o, xgboost, lightgbm and/or tensorflow/keras)
high motivation, good work ethic, maturity and personal initiative
effective oral and written communication skills
empathy, adaptability and emotional intelligence
strong attention to detail, with a quality-focused mindset
self-discipline for planning and organizing tasks
aptitude for, and enjoyment of, working in teams

nobul corporation is an equal opportunity employer.
nobul welcomes and encourages applications from people with disabilities.
accommodations are available on request for candidates taking part in all aspects of the selection process."
78,Data Scientist,Game Hive Corporation,"Toronto, ON","we are looking for a data scientist who can see into data like no other. you’re passionate about data and can find insights that others would often overlook.
game hive is building a new generation of casual mobile games. a people-and-fun-oriented studio, we are dedicated to creating games that tap into the interests of anyone and everyone! at game hive, we look towards innovation, invention and all-around epic-ness in not only our games, but also the people behind them. this is an opportunity to join a rapidly growing company, alongside a veteran team, working on some of the most popular titles in the mobile space.
perks
continuously build games that you make serious impact in!
competitive salary and bonus structure
comprehensive health and dental benefits package
a learning fund for your professional development
a fun, collaborative, feedback-focused, no-bs environment
regular paid team lunches, events, and other fun outings
great central office location with all the snacks and drinks you can consume
what you’ll be doing
lead in the build and execution of the vision that is data science at game hive
drive innovation by building predictive models, tools and processes that support production goals of user acquisition and player retention
analyze large data sets to identify player behavior trends using statistical, quantitative and machine learning techniques
build end-user lifetime value (ltv) projections and new data models for user acquisition strategy and games’ growth projections
define kpis and build comprehensive dashboards and reports on chosen platforms (e.g. tableau)
devise, conduct and analyze a/b tests to directly and indirectly drive kpi improvements
manage and own user data and act as a subject matter expert on relevant kpis
serve as a lead in communicating and presenting data findings & insights, related strategic recommendations and status of game tool systems development to key stakeholders
continuously learning new technologies that advance analytic function and initiatives at game hive
max level skills (requirements)
bachelor’s degree in computer science, math, statistics, economics, or other quantitative field
4+ years of work experience in data science, analytics or related quantitative roles
1+ year of work experience in data science/analytics in the game industry
proven experience using tools like tableau, sql, mode, spark...etc. for creating dashboards, reports, and visualizations
proficiency in (statistical) programming languages like r, python...etc.
demonstrated expertise with sql (or other related database technologies)
good understanding of a/b testing methodologies
experience with bigquery
experience in social or mobile game development
ability to transform and analyze complex data from varying sources and produce ad-hoc reports
proven ability to work in a fast-paced environment, and to meet changing deadlines on multiple projects simultaneously"
79,Data Science Consultant,Accenture,"Toronto, ON","role: data scientist
location: toronto & montreal
accenture digital: applied intelligence

accenture digital
the digital revolution is changing everything, transforming how we work and play. are you reacting to the disruption each day or are you leading the way as a digital disrupter? accenture digital is driving these exciting changes and bringing them to life across 40 industries in more than 120 countries. at the forefront of digital, you’ll create it, own it and make it a reality for clients looking to better serve their connected customers and operate always-on enterprises. join us and become an integral part of our experienced digital team with the credibility, expertise and insight clients depend on.

accenture applied intelligence
applied intelligence is our unique approach to combining ai with data, analytics and automation under a bold strategic vision to transform your business – not in silos, but across every function and every process, at scale. applied intelligence helps you maximize your existing investments and then extend new technologies across your business. with more than 6,000 deep ai experts and 3,000 data scientists, plus the flexibility to work with almost any technology partner, we can help you evaluate, maximize and scale opportunities as they arise – just one reason why 100% of industry analysts consider us among their category leaders.

we are:
a great day for us? solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. we believe a mix of data, analytics, automation, and responsible ai can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. want to join our crew of sharp analytical minds?

you are:
an expert at solving real-world challenges with data, ai/ml and creativity. yes, creativity! you know the theory and you have hands-on expertise from studies, experience or self-taught projects. and you’re all about helping clients turn data into value.

the work:deliver insights using advanced analytics and ai/mlunderstand client needs and create solutionsstay abreast of technology trends in ai/mlprovide thought leadership for projects and leading technologies

here’s what you need:at least 5 years capturing, assessing and making recommendations, including reviewing data for completeness and consistency, analyzing, interpreting and story-telling with dataat least 2 years running ai/ml models, including predictive systems, natural language understanding, optimization, vision analytics, classical machine & deep learningat least 2 years working with data science tools, including python, r, scala, sas, flask, shiny and dashat least 2 years embracing challenges with data science lifecycle in a commercial setting

bonus points if:graduate degree in data science or related disciplines, including mathematics, statistics, computer science, economics, engineering, physics or related fieldsa blend of data science capability, industry & consulting expertise to create value and insights for clientsfamiliarity with cloud services (aws, gcp, azure) and big data tools (hadoop, hive, spark)ability to technically lead small teams, work across industry and with cross-functional organizationsdrive to learn and master new technologies and techniques

accenture does not discriminate on the basis of race, religion, color, sex, age, non-disqualifying physical or mental disability, national origin, sexual orientation, gender identity or expression, or any other basis covered by local law. accenture is committed to providing employment opportunities to current or former members of the armed forces.

we are committed to employment equity. we encourage all people, including women, visible minorities, persons with disabilities and persons of aboriginal descent to apply.

it is currently our objective to assign our people to work near where they live. however, given the nature of our business and our need to serve our clients our employees must be available to travel when needed."
80,Data Scientist - Engineering,Capital One,"Toronto, ON","161 bay street (93021), canada, toronto,toronto, ontario,
at capital one, we’re building a leading information-based technology company. still founder-led by chairman and chief executive officer richard fairbank, capital one is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. we measure our efforts by the success our customers enjoy and the advocacy they exhibit. we are succeeding because they are succeeding.

guided by our shared values, we thrive in an environment where collaboration and openness are valued. we believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. we elevate each other and obsess about doing the right thing. our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. together, we are on a quest to change banking for good.
data scientist - engineering
job description
at capital one, data is at the center of everything we do. when we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a fortune 200 company and a leader in the world of data-driven decision-making.
as a data scientist at capital one, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in distributed computing technologies and operating across billions and billions of customer transactions to unlock the big opportunities that help everyday people save money, time, and frustration in their financial lives.
on any given day, you could be:
writing software to clean and investigate large, messy data sets of numerical and textual data
integrating with internal and external data sources and apis to help uncover new trends and improve analysis
developing highly scalable data pipelines, tools, and products to enable the analyst community to fully leverage the power of aws
streamlining the deployment and maintenance of machine learning models by facilitating efficient model updates and creating robust operational monitoring.
investigating the impact of new technologies on the future of digital banking and the financial world of tomorrow
the ideal candidate will be:
curious: you ask why, you explore, you’re not afraid to blurt out your disruptive idea. you probably know python, scala, or java and are constantly exploring new open source tools, and hitting up stack overflow on a regular basis.
a wrangler: you know how to programmatically extract data from a database and an api, bring it through a transformation or two, and convert into a human-readable form (matplotlib, d3 visualization, tableau, etc.).
a stickler for good software: you have a reverence for devops and don’t consider any piece of code complete without a thorough testing suite.
creative: big, undefined problems and petabytes of data don’t frighten you. you’re used to working with abstract data and you love discovering new narratives in unmined territories.
proactive: you will want to share your knowledge with your peers and contribute back to inner/open source projects which you might consume.
benefits
your choice of hardware - latest macbook pro or hp elitebook and all the monitors you want!
with manager approval, you can travel to a conference of your choice annually (senior+) - pycon, pydata, aws re:invent, kdd, etc.
various internal training opportunities across our us and canada locations
$5000/yr education budget
flexible work hours, dress code and environment
twenty-five years after capital one was started it’s still led by its founder. be ready to join a community of the smartest people you’ve ever met, who see the customer first, and want to use their data skills to make a difference.
basic qualifications:
bachelor’s degree in a quantitative field
at least 1 year of experience writing unit tests and integrating with cicd tools (jenkins, circleci, etc...)
at least 1 year of experience in open source programming languages for large scale data analysis (python, scala, or java)
at least 1 year of experience with version control system like git and github.
at least 1 year of experience with relational databases and programming in sql
preferred qualifications:
master’s degree or phd
experience working with aws (ec2, s3, lambda, rds, etc.)
experience working with advanced git workflows (pull requests, code reviews, issues, and branching)
understanding of machine learning or predictive models (scikit-learn, h2o, xgboost, or tensorflow) workflows
at least 3 years’ experience in python
at least 3 years’ experience with sql
capital one canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. we consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.
if you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact capital one recruiting at 1-800-304-9102 or via email at recruitingaccommodation@capitalone.com. all information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.
for technical support or questions about capital one's recruiting process, please send an email to careers@capitalone.com
capital one does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.
capital one financial is made up of several different entities. please note that any position posted in canada is for capital one canada, any position posted in the united kingdom is for capital one europe and any position posted in the philippines is for capital one philippines service corp. (copssc)."
81,Senior Data Scientist - Game,Prodigy Game,"Burlington, ON","who we are:

prodigy education connects students, parents, teachers and school districts with resources that promote a lifelong love of learning. anyone with an internet connection is welcome to create a free account and try the most effective and engaging k-8 math platform in the world. our business model helps us connect with youth around the world, with over 50 million students now voluntarily practicing math every single day — and enjoying it! we believe the entire community that surrounds a student plays a part in their success as a learner. for that reason, prodigy education uniquely empowers parents, teachers, and schools by providing curriculum-aligned tools, performance reports, and even partnerships. at prodigy education, we have an incredible team that works tirelessly to turn our goal of making education a human right into a reality. we are immensely grateful for our amazing team and all they do every day.

in the last eight years, prodigy education has gone from 3,000 local users to over 50,000,000 worldwide, and is currently the fastest-growing educational startup in north america! we have always been popular in north america but have expanded into the uk, australia and recently opened our first office in india. 2018 proved to be a big year for us. we are proud to have been named the fastest-growing software company in canada by canadian business, as well as selected to be on the list of the most sought-after startups in canada by linkedin. prodigy's incredible growth was recognized by deloitte with a triple-award win by placing in canada's technology fast 50 and the north american fast 500 rankings, in addition to being honoured with a leadership award for our deep commitment to innovation and advancement within the industry.

we welcome people who share our passion to join our team, where you will have the opportunity to help an entire generation of students to love learning, while working alongside some of the brightest and most passionate people in the industry.

we are looking for enthusiastic problem-solvers to join our growing data teams. you will have the chance to apply your data science and engineering skills to help kids learn and help our development and customer teams to make better decisions.

our data teams are responsible for data ingestion, transformation, analysis, and visualization using our business intelligence and analytics infrastructure. you will be working alongside many of our teams to help build and manage data pipelines, and create reports and visualizations to help drive crucial decisions. you’ll be tackling open challenges like assessing skill mastery and gaps, partnering humans with machines to teach effectively, and making a freemium business model achieve both educational and financial outcomes. the work you do here at prodigy will aid the educational advancement of millions of students.
your impact:
apply your analytics and data science expertise to better serve our users
create and manage key data pipelines, including developing new solutions for batch and real-time data and analytics use cases
work cross-functionally to explore and propose solutions to business problems using insights from data and algorithms
who you are:
demonstrated ability to do data science, data engineering, and / or user analytics
passion and persistence for solving hard problems
degree in engineering, computer science, stats, mathematics, or related quantitative discipline, followed by graduate degree or 2 years of equivalent experience
experience in requirements analysis, design, implementation, and testing of software solutions (especially data related using python, r, or similar programming languages)
experience with relational databases and sql
ability to oversee and work simultaneously on different projects with a variety of timelines
a team and customer centric mindset
love for our mission of helping kids everywhere enjoy learning
bonus points for:
demonstrated ability to solve hard mathematical, algorithmic, and statistical problems
experience with applied machine learning and ai techniques
experience working with cloud platforms like aws, real-time data processing, and agile software development
drive to understand key issues and subtleties in complex systems
significant accomplishments that required both technical and strategic capabilities, such as research projects, open source software contributions, and entrepreneurship
what we offer:
full health benefits (from day one!)
gym & learning fund
flexible hours
stock options
snacks & coffee
games & ping pong
we are an equal opportunity employer and are committed to providing employment accommodation in accordance with the ontario human rights code and the accessibility for ontarians with disabilities act, 2005 (aoda). prodigy game will provide accommodations to job applicants with disabilities throughout the recruitment process. if you require an accommodation, please notify us and we will work with you to meet your needs."
82,Data Scientist (Maternity Leave replacement),ruby Life Inc.,"Toronto, ON","your next opportunity is with usruby is a global technology company that is home to the world’s most unique dating web sites. like relationships, ruby is complex and multifaceted. ashley madison, the flagship brand of ruby, is revolutionizing the way millions of people located around the world connect and meet. as a canadian technology company driven by analytics and user centric design, we care about our customer experience and are continuously looking for ways to make it better!life is short, be agile and step out of the box. does the idea of working creatively every day with the ability to dig deeper and solve huge problems intrigue you? do you envision yourself working with smart people in a collaborative, fast-paced, environment using the latest technology tools? have you always dreamed about working for a company where you can apply your great talents and continue to learn and grow throughout your career? if you answered “yes” to all of these questions then ruby is the place for you!we work hard, play hard and have fun. we foster a culture where you can be yourself and where diversity of thought and opinion is expected.data scientisthere's what you'll dodevelop custom ad-hoc queries to extract and manipulate raw data from various databasework with relational database (sql server) & nosql database structurebuild complex data models and machine learning implementations by intensive programming in python.work with big data framework such as apache spark, hadoop etc. to distill actionable insights from billions of data recordsdevelop and produce automated reports for stakeholders and ad-hoc reporting for business.design a/b test experiments and analyze outcomes, user behavioral data, and marketing campaign effectiveness, and making recommendations to improve user site experience.solicit information from stakeholders to understand the needs of their various organizationsexecute quantitative analyses that translate data into actionable insights. provide analytical and data-driven decision-making support for key projectscommunicate clearly and effectively to stakeholders who do not understand data, statistical methods, or statistical conclusionsdeliver timely responses to stakeholders and interpretations to drive business decisionsprovide training, guidance, and work leadership to new/less-experienced data analystslocate and define new analytic process opportunities for improvement.lead independent analytical research projectshere's what you'll needdegree in statistics, mathematics, computer science or engineering or equivalentphd degree with work experience to be considered as senior levelintermediate level - 5+ years’ related work experience.proficient in python programming and machine learning frameworks (e.g. tensorflow, keras, caffe)strong analytical skills and applied mathematical background.ability to develop custom sql queries to extract and manipulate raw data from databaseexperience working with relational database (sql server) & nosqlresponsible for a full data processing cycle, including extracting data from large data bases, preparation of data for analyses (i.e. data cleaning),data integrity checking, deriving additional measures to be used for analysis, and preparing written documentation regarding data specifications.solid knowledge of applied statistics, such as experimental design, regression, time series forecasting methodologies.strong verbal and written skills for delivering data driven insights to non-technical audiencesdeep understanding of machine learning algorithms and statistical modelling; and their application to gain data insights and draw actionable recommendations.ability to mentor and manage tasks for junior analysts.expert level of data visualization techniquesability to lead analytic project from planning to execution.here’s what we provide: an aggressive compensation package and plus incentive commission planwe are conveniently located just steps from the ttc subwaythe opportunity to work with brilliant people in an entrepreneurial, forward thinking environmentfriday mixer every weekfree company lunch every 2 weeksfree company breakfast every fridayincredible social events.qualified candidates should send a resume, cover letter to us. in the email subject line please reference ""data scientist"".we thank all applicants for their interest ruby; however only those candidates selected for an interview will be contacted. ruby life inc. is an equal opportunity employer and strongly supports diversity in the workplace.please note that ruby is committed to complying with the accessibility for ontarian’s with disabilities act, 2005, and has policies in place to accommodate candidates with disabilities during the selection process. should you require accommodation or have a question regarding any of these policies, please contact us.job type: full-timeeducation:post-doctorate (required)"
83,Data Scientist,Proex Inc,"North York, ON","data scientist
(4-month contract)
toronto, on
pharmaceutical manufacturing

your task:
write algorithms on anomaly detection
your background:
manufacturing would be the ideal, but finance experience is also of interest (writing algorithms for fraud prevention is a good parallel to the type of anomaly detection that is required for this assignment)
pharma experience would be an asset, but not necessary.

[alten-email email=heather@proex.ca]"
84,Data Scientist,Staffinity Inc.,"Toronto, ON","about staffinitywe are canada’s trusted bilingual recruiting, short and long-term staffing service provider. our primary goal has been matching sought-after employers with talented candidates. we are your source to get you in front of desirable employers who are now hiring in your area. staffinity is an equal opportunity employer. please visit us at https://staffinity.ca to get more information!staffinity is currently seeking a data scientist for a client in toronto on. this is a permanent position with excellent benefits.responsibilities:interpret data, analyze results using statistical techniques and provide ongoing reportsdevelop and implement data collection systems and other strategies that optimize statistical efficiency and data qualityacquire data from primary or secondary data sources and maintain databases/data systemsidentify, analyze, and interpret trends or patterns in complex data setsfilter and ?clean? data, and review computer reports, printouts, and performance indicators to locate and correct code problemswork closely with management to prioritize business and information needslocate and define new process improvement opportunitiesqualifications:3+ years experience in r2+ years experience in warehousing data5+ years of software development experience2+ years of machine learning algorithms, probabilistic models, and other statistical modelling approachesability to write complex sql queries.nosql, mapreduce, and hive is a plus.cloud computingsoftware engineering designwhy work with usexciting, dynamic company that is pushing new technologyexcellent compensation and benefitsgreat work/life balancejob type: full-timesalary: $85,000.00 to $110,000.00 /yearexperience:r programming: 3 years (preferred)warehousing data: 2 years (preferred)"
85,Data Scientist - Client Success,Equifax,"Toronto, ON","would you like to work in a fully agile environment? your main objective as a data scientist at equifax will be to work directly with customers to support their use of key analytical products, utilising your technical and analytical background.
who are we at equifax?
we are a global information solutions company that uses trusted unique data, creative analytics, technology and industry expertise to power organizations and individuals around the world by transforming knowledge into insights that help make more informed business and personal decisions.
regardless of location or role, the individual and collective work of our people makes a difference in our business.
we are looking for individuals who can help us disrupt the marketplace. you will do this by delivering leading-edge technology to build and deliver unparalleled customized insights that enrich both the performance of businesses and the lives of consumers.
about the job
we will give you the opportunity to drive innovation and automation across the enterprise. this includes tool and process integrations across all business units within equifax globally.
you will be a main point of contact for our clients to assist them in developing new queries or advise on appropriate analytical techniques to address a variety of business issues. by using your deep knowledge of equifax data assets, you will proactively produce analytics to generate additional value from the different solution installations. this will include advanced modeling techniques and machine learning when applicable.
in addition to supporting specific analytical platforms, our new data scientist may be deployed directly with customers for special projects. this could include the application of specific skills, such as machine learning, or represent additional capacity to the customer for key work. the broad experience of our data scientist will provide strong domain expertise that will deliver better outcomes for key customers.
responsibilities of the data scientist – client success include:
you will utilise tools, including python, r, sql and sas to extract data and assist others users to improve the performance of queries.
by working closely with customers, you will understand the objectives of their projects and be able to interpret the business need into a sound analysis plan that considers all relevant data.
utilising your teamwork skills, you will collaborate with the data management team to load new data into the environment as needed and work closely with the it system administrators to ensure data quality remains strong.
effectively communicate analytical results to key partners using strong data visualizations, strong presentation skills and business language to emphasize the so what of the analysis.
you’ll act as the primary contact for equifax customers using ignite solutions (equifax product) to answer technical inquiries or provide guidance on the use of equifax data within specific analytical methodologies.
you will continually mine the data assets to identify emerging trends and proactively inform key partners within the assigned customers to drive and influence strategy.
by demonstrating your experience with data visualization tools, you will improve productivity while ensuring results are consistent across the organization.
use advanced techniques or partner with statisticians to build out predictive models that address new opportunities for a customer based on a deep understanding of their business need
requirements
required skills:
proven hands-on experience designing and building analytical solutions to solve real world problems, with limited direct supervision required
3+ years’ data manipulation experience with deep knowledge of r, python, sas or sql in a large data environment
strong knowledge of hadoop tools such as hive or impala
demonstrable experience in a client-facing role with direct contact and client management responsibilities for specific deliverables
3+ years using advanced analytical techniques including decision trees, logistical regression, and, preferably, machine learning methodologies
experience or strong knowledge of a key industry including retail lending, credit cards, mortgages, auto lending, government or telco
experience with data visualization tools (spotfire, tableau, qlik) is an asset
preferred skills:
working knowledge of database design, data modeling, risk management and/or marketing practices, statistical/predictive modeling
education
bachelor’s or advanced degree in a quantitative discipline such as engineering, economics, mathematics, statistics, or physics (essential)
master’s level degree in a business-related field/mba (preferred)
what else?
we are an equal opportunity employer and value diversity at our company. we do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
to speak to us about this role in more detail apply online.
primary location:
can-toronto-5700 yonge
function:
function - data and analytics
schedule:
full time"
86,Data Scientist,Indeed Prime,"Toronto, ON","indeed prime is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.
with one application you can be considered for thousands of tech roles from leading companies on indeed prime.

how indeed prime works
we find out what's important to you and match you with your dream job
get started – complete a 5-minute application to be considered for roles at hundreds of leading companies
get matched – companies apply to you with opportunities that reflect your role, location and salary specifications
get career coaching – level up with free 1:1 coaching, our team will make sure you're ready to tackle any interview
get your dream job

skills and requirements
we look for top tech talent to join the indeed prime platform. each candidate is reviewed on the following to make sure you're a good fit for our network

in demand skills
from strong communication skills to experience with the latest technologies, you have what employers are looking for

stand out qualities
you bring unique qualities and traits that stand out and make an impact

change ready
you are ready for a career changes and will be responsive to employers who reach out with job opportunities

get matched with top tech companies on indeed prime!"
